InvoiceID,Date,Store,Product,Category,Quantity,UnitPrice,PaymentMethod,Total,Hour,Cluster,PCA1,PCA2
INV101230,2023-02-21 06:00:00,Branch C,Fries,Food,10,13.49,Card,134.9,6,1,3.2811161893289515,-0.027200423141456577
INV101231,2023-02-21 07:00:00,Branch C,Pizza,Food,1,11.86,Card,11.86,7,0,-1.1432973217592233,1.6871698308378442
INV101232,2023-02-21 08:00:00,Branch A,Soda,Food,4,10.25,Mobile Money,41.0,8,0,-0.17809413175262256,0.6837343632549568
INV101233,2023-02-21 09:00:00,Branch D,Soda,Food,10,12.25,Mobile Money,122.5,9,1,2.872736160521546,-0.2754357169009067
INV101234,2023-02-21 10:00:00,Branch D,Burger,Food,4,8.01,Mobile Money,32.04,10,0,-0.6381436651677553,0.23405234524799848
INV101235,2023-02-21 11:00:00,Branch C,Soda,Food,5,9.94,Card,49.7,11,0,0.15052586365923218,0.39493897891360696
INV101236,2023-02-21 12:00:00,Branch D,Salad,Food,8,14.58,Cash,116.64,12,1,2.6637962876930876,0.6449995264869742
INV101237,2023-02-21 13:00:00,Branch C,Juice,Food,1,2.61,Cash,2.61,13,0,-2.4697428589001507,-0.17237131132150757
INV101238,2023-02-21 14:00:00,Branch B,Burger,Food,9,11.89,Card,107.01,14,1,2.321599821906724,-0.12075904987291038
INV101239,2023-02-21 15:00:00,Branch A,Salad,Food,10,11.74,Card,117.4,15,1,2.7047734067378553,-0.3775324909471321
INV101240,2023-02-21 16:00:00,Branch A,Hotdog,Food,6,4.93,Mobile Money,29.58,16,2,-0.6931489705336364,-0.8364485227056427
INV101241,2023-02-21 17:00:00,Branch D,Salad,Food,4,13.21,Cash,52.84,17,0,0.42982846597451746,1.2779570299070093
INV101242,2023-02-21 18:00:00,Branch D,Pasta,Food,2,2.07,Mobile Money,4.14,18,0,-2.317484547491054,-0.5067548738437736
INV101243,2023-02-21 19:00:00,Branch D,Pizza,Food,2,3.18,Cash,6.36,19,0,-2.135378579803888,-0.2837137491395191
INV101244,2023-02-21 20:00:00,Branch D,Fries,Food,7,12.0,Card,84.0,20,1,1.485860521761098,0.3547826423320164
INV101245,2023-02-21 21:00:00,Branch B,Soda,Food,7,2.42,Card,16.94,21,2,-1.0754386450607842,-1.565723089982041
INV101246,2023-02-21 22:00:00,Branch B,Fries,Food,6,3.18,Card,19.08,22,2,-1.1248723633843836,-1.1874352630194922
INV101247,2023-02-21 23:00:00,Branch C,Pizza,Food,7,3.32,Mobile Money,23.24,23,2,-0.8348155500566409,-1.385299795714541
INV101248,2023-02-22 00:00:00,Branch B,Fries,Food,7,14.51,Cash,101.57,0,1,2.1569315978282093,0.8579631630113781
INV101249,2023-02-22 01:00:00,Branch B,Chicken,Food,8,2.33,Card,18.64,1,2,-0.864435326353365,-1.8096163019313634
INV101250,2023-02-22 02:00:00,Branch B,Pizza,Food,8,13.81,Cash,110.48,2,1,2.442021729095882,0.4907093887006786
INV101251,2023-02-22 03:00:00,Branch B,Fries,Food,4,13.1,Card,52.4,3,0,0.4072367478157384,1.255874430808453
INV101252,2023-02-22 04:00:00,Branch C,Pasta,Food,5,6.61,Cash,33.05,4,2,-0.6021845684745663,-0.2732500840053489
INV101253,2023-02-22 05:00:00,Branch A,Hotdog,Food,8,10.48,Card,83.84,5,1,1.4829187678897853,-0.17654536302446938
INV101254,2023-02-22 06:00:00,Branch B,Soda,Food,3,8.48,Card,25.44,6,0,-0.9037395069041134,0.5548313277524264
INV101255,2023-02-22 07:00:00,Branch A,Pasta,Food,10,9.46,Card,94.6,7,1,1.9538810957048836,-0.8339651278596694
INV101256,2023-02-22 08:00:00,Branch C,Hotdog,Food,4,14.17,Mobile Money,56.68,8,1,0.6269925517238599,1.4706778947671342
INV101257,2023-02-22 09:00:00,Branch D,Fries,Food,3,2.96,Mobile Money,8.88,9,0,-1.9233902811961583,-0.5538299012283098
INV101258,2023-02-22 10:00:00,Branch D,Salad,Food,1,8.5,Cash,8.5,10,0,-1.6251197006558193,1.0117040754156366
INV101259,2023-02-22 11:00:00,Branch A,Burger,Food,9,14.9,Cash,134.1,11,1,3.25072307037506,0.48209361593136635
INV101260,2023-02-22 12:00:00,Branch C,Wrap,Food,3,12.14,Cash,36.42,12,0,-0.22766671090612717,1.2899219252287837
INV101261,2023-02-22 13:00:00,Branch A,Hotdog,Food,2,2.26,Card,4.52,13,0,-2.2863132557247825,-0.4685766633088111
INV101262,2023-02-22 14:00:00,Branch B,Wrap,Food,9,9.81,Cash,88.29,14,1,1.6795478761212963,-0.5373482674386563
INV101263,2023-02-22 15:00:00,Branch C,Hotdog,Food,3,10.4,Card,31.2,15,0,-0.549078368019924,0.9404526247892041
INV101264,2023-02-22 16:00:00,Branch D,Juice,Food,8,11.72,Mobile Money,93.76,16,1,1.840062212903467,0.07192187185216234
INV101265,2023-02-22 17:00:00,Branch D,Burger,Food,1,7.89,Cash,7.89,17,0,-1.7125934063483563,0.8890748757705333
INV101266,2023-02-22 18:00:00,Branch D,Juice,Food,5,13.17,Cash,65.85,18,1,0.8806323789121356,1.0430623042073692
INV101267,2023-02-22 19:00:00,Branch D,Salad,Food,6,14.85,Card,89.1,19,1,1.7541059192260273,1.1531448852448634
INV101268,2023-02-22 20:00:00,Branch A,Chicken,Food,5,12.9,Card,64.5,20,1,0.8196018033337198,0.9888848126193459
INV101269,2023-02-22 21:00:00,Branch B,Hotdog,Food,2,3.79,Mobile Money,7.58,21,0,-2.03530232729112,-0.16114159952727086
INV101270,2023-02-22 22:00:00,Branch A,Hotdog,Food,9,7.63,Mobile Money,68.67,22,2,1.0066280483269532,-0.9739658127719864
INV101271,2023-02-22 23:00:00,Branch D,Burger,Food,1,5.15,Cash,5.15,23,0,-2.1055080843771283,0.3382486347417092
INV101272,2023-02-23 00:00:00,Branch C,Juice,Food,1,5.58,Mobile Money,5.58,0,0,-2.0438462918397664,0.4246921689177655
INV101273,2023-02-23 01:00:00,Branch B,Soda,Food,10,12.92,Cash,129.2,1,1,3.093393111570708,-0.141308582369591
INV101274,2023-02-23 02:00:00,Branch A,Soda,Food,6,14.84,Card,89.04,2,1,1.7516389284097378,1.151139246728784
INV101275,2023-02-23 03:00:00,Branch B,Juice,Food,5,13.8,Card,69.0,3,1,1.0230370552617736,1.169476451246091
INV101276,2023-02-23 04:00:00,Branch B,Salad,Food,4,13.83,Card,55.32,4,1,0.5571636046876345,1.4024225884625066
INV101277,2023-02-23 05:00:00,Branch A,Burger,Food,9,4.34,Cash,39.06,5,2,-0.008925269766343882,-1.6328977963254985
INV101278,2023-02-23 06:00:00,Branch A,Hotdog,Food,4,6.25,Cash,25.0,6,0,-0.9996111557082168,-0.11926924032889731
INV101279,2023-02-23 07:00:00,Branch B,Pasta,Food,3,3.86,Card,11.58,7,0,-1.7571428723441944,-0.3730699182423203
INV101280,2023-02-23 08:00:00,Branch C,Pasta,Food,10,2.49,Mobile Money,24.9,8,2,-0.34160987267222626,-2.2292877064914167
INV101281,2023-02-23 09:00:00,Branch C,Salad,Food,1,2.94,Mobile Money,2.94,9,0,-2.422421018115663,-0.1060309246282551
INV101282,2023-02-23 10:00:00,Branch A,Wrap,Food,4,4.07,Mobile Money,16.28,10,0,-1.4473379337640158,-0.5569062042820978
INV101283,2023-02-23 11:00:00,Branch A,Juice,Food,9,6.23,Card,56.07,11,2,0.5744777002021461,-1.2543624015181616
INV101284,2023-02-23 12:00:00,Branch A,Salad,Food,9,13.8,Mobile Money,124.2,12,1,2.911176368276997,0.26178201048794314
INV101285,2023-02-23 13:00:00,Branch A,Chicken,Food,8,5.54,Cash,44.32,13,2,0.06010536598044006,-1.166406766484599
INV101286,2023-02-23 14:00:00,Branch A,Fries,Food,5,3.13,Mobile Money,15.65,14,2,-1.388800875929707,-0.9715377533620957
INV101287,2023-02-23 15:00:00,Branch A,Chicken,Food,10,3.35,Card,33.5,15,2,-0.05837856237031607,-2.0571245188840566
INV101288,2023-02-23 16:00:00,Branch C,Juice,Food,3,4.49,Mobile Money,13.47,16,0,-1.6407696861478196,-0.2465379301521273
INV101289,2023-02-23 17:00:00,Branch D,Burger,Food,8,14.29,Card,114.32,17,1,2.580270804585049,0.5868902538142132
INV101290,2023-02-23 18:00:00,Branch B,Salad,Food,5,2.33,Cash,11.65,18,2,-1.5696322109768657,-1.1320636543636466
INV101291,2023-02-23 19:00:00,Branch A,Soda,Food,3,9.98,Cash,29.94,19,0,-0.6266604921508404,0.8560979660624091
INV101292,2023-02-23 20:00:00,Branch A,Hotdog,Food,5,8.17,Mobile Money,40.85,20,0,-0.2495634651326066,0.0397754229476755
INV101293,2023-02-23 21:00:00,Branch B,Juice,Food,3,10.19,Card,30.57,21,0,-0.5878694300853823,0.8982752954258063
INV101294,2023-02-23 22:00:00,Branch B,Burger,Food,2,6.56,Mobile Money,13.12,22,0,-1.5808577052249477,0.3954565224824456
INV101295,2023-02-23 23:00:00,Branch C,Burger,Food,3,14.48,Card,43.44,23,0,0.2045765521089786,1.7598978809923564
INV101296,2023-02-24 00:00:00,Branch A,Soda,Food,7,14.27,Mobile Money,99.89,0,1,2.092765439160438,0.8098502845400446
INV101297,2023-02-24 01:00:00,Branch A,Chicken,Food,9,13.62,Card,122.58,1,1,2.8556141806609503,0.22573102050629168
INV101298,2023-02-24 02:00:00,Branch D,Soda,Food,1,5.08,Card,5.08,2,0,-2.1155460506041406,0.3241764315037464
INV101299,2023-02-24 03:00:00,Branch D,Wrap,Food,6,8.63,Cash,51.78,3,2,0.2196376314936577,-0.0943622717563611
INV101300,2023-02-24 04:00:00,Branch A,Wrap,Food,8,3.97,Mobile Money,31.76,4,2,-0.39208431843204394,-1.480998346126786
INV101301,2023-02-24 05:00:00,Branch A,Burger,Food,4,10.2,Cash,40.8,5,0,-0.18836309455206762,0.6736968182101586
INV101302,2023-02-24 06:00:00,Branch C,Pasta,Food,9,3.36,Card,30.24,6,2,-0.3114305134537091,-1.8291754084478211
INV101303,2023-02-24 07:00:00,Branch D,Chicken,Food,5,3.24,Cash,16.2,7,2,-1.3639365673607227,-0.9494654419743824
INV101304,2023-02-24 08:00:00,Branch C,Juice,Food,1,5.11,Card,5.11,8,0,-2.111244065078278,0.33020737574858766
INV101305,2023-02-24 09:00:00,Branch A,Pasta,Food,3,14.97,Mobile Money,44.91,9,0,0.29508903026171457,1.8583116495069512
INV101306,2023-02-24 10:00:00,Branch C,Fries,Food,4,3.46,Mobile Money,13.84,10,2,-1.5726192799172438,-0.6793642538286356
INV101307,2023-02-24 11:00:00,Branch C,Pizza,Food,4,6.43,Mobile Money,25.72,11,0,-0.962642889630215,-0.08313407816762393
INV101308,2023-02-24 12:00:00,Branch A,Chicken,Food,3,10.16,Mobile Money,30.48,12,0,-0.5934110103804476,0.8922499626596069
INV101309,2023-02-24 13:00:00,Branch B,Soda,Food,8,14.86,Card,118.88,13,1,2.744441581728435,0.7011050311365361
INV101310,2023-02-24 14:00:00,Branch C,Pasta,Food,7,7.72,Mobile Money,54.04,14,2,0.34156402551917153,-0.5032303570734289
INV101311,2023-02-24 15:00:00,Branch D,Soda,Food,2,9.11,Mobile Money,18.22,15,0,-1.1625061578355107,0.9078482954516793
INV101312,2023-02-24 16:00:00,Branch A,Pizza,Food,5,11.9,Mobile Money,59.5,16,1,0.5935626345247712,0.7882274363674071
INV101313,2023-02-24 17:00:00,Branch C,Chicken,Food,6,4.41,Mobile Money,26.46,17,2,-0.8214324929807155,-0.9407417255417578
INV101314,2023-02-24 18:00:00,Branch C,Wrap,Food,4,4.65,Card,18.6,18,0,-1.3282179652904547,-0.4404706817624391
INV101315,2023-02-24 19:00:00,Branch D,Pizza,Food,3,5.73,Mobile Money,17.19,19,0,-1.4117177006184471,0.0025091575174582426
INV101316,2023-02-24 20:00:00,Branch D,Juice,Food,4,8.04,Card,32.16,20,0,-0.6319822874880886,0.24007487227487728
INV101317,2023-02-24 21:00:00,Branch B,Pizza,Food,7,2.58,Mobile Money,18.06,21,2,-1.0326612059489366,-1.5336478376678189
INV101318,2023-02-24 22:00:00,Branch B,Soda,Food,4,12.26,Cash,49.04,22,0,0.2347181727850636,1.0872436740558435
INV101319,2023-02-24 23:00:00,Branch A,Juice,Food,4,10.83,Cash,43.32,23,0,-0.0589741632790613,0.8001698857746158
INV101320,2023-02-25 00:00:00,Branch D,Salad,Food,7,7.91,Card,55.37,0,2,0.39236223446449076,-0.46514099495029
INV101321,2023-02-25 01:00:00,Branch A,Wrap,Food,7,7.34,Card,51.38,1,2,0.23996760762853325,-0.5794090813197068
INV101322,2023-02-25 02:00:00,Branch A,Chicken,Food,8,8.81,Mobile Money,70.48,2,1,1.0019271927503912,-0.5111746228986427
INV101323,2023-02-25 03:00:00,Branch C,Hotdog,Food,5,2.15,Cash,10.75,3,2,-1.6103192613624764,-1.1681819820889956
INV101324,2023-02-25 04:00:00,Branch C,Pasta,Food,4,3.2,Card,12.8,4,2,-1.6260178864743575,-0.7315594880615861
INV101325,2023-02-25 05:00:00,Branch D,Juice,Food,1,11.01,Card,11.01,5,0,-1.2651869116586598,1.516293077234012
INV101326,2023-02-25 06:00:00,Branch B,Salad,Food,10,4.68,Mobile Money,46.8,6,2,0.3796419523989172,-1.7908721473517433
INV101327,2023-02-25 07:00:00,Branch B,Fries,Food,3,4.33,Card,12.99,7,0,-1.6703247810548356,-0.2786730382385256
INV101328,2023-02-25 08:00:00,Branch A,Chicken,Food,3,14.9,Mobile Money,44.7,8,0,0.28215867623989516,1.8442525397191518
INV101329,2023-02-25 09:00:00,Branch A,Hotdog,Food,2,5.25,Cash,10.5,9,0,-1.7957755589818738,0.13222780774138834
INV101330,2023-02-25 10:00:00,Branch A,Burger,Food,9,2.89,Mobile Money,26.01,10,2,-0.45650955889560846,-1.9233085489554653
INV101331,2023-02-25 11:00:00,Branch C,Soda,Food,9,10.24,Mobile Money,92.16,11,1,1.8122797687596297,-0.4512264580380455
INV101332,2023-02-25 12:00:00,Branch C,Pasta,Food,2,10.38,Card,20.76,12,0,-0.9541506812925361,1.1630394921853762
INV101333,2023-02-25 13:00:00,Branch D,Salad,Food,1,3.78,Card,3.78,13,0,-2.3019654233915143,0.0628355142272969
INV101334,2023-02-25 14:00:00,Branch A,Juice,Food,10,3.1,Mobile Money,31.0,14,2,-0.14071324559761555,-2.10717195714201
INV101335,2023-02-25 15:00:00,Branch B,Soda,Food,9,12.92,Mobile Money,116.28,15,1,2.6395390065985467,0.08553272613320406
INV101336,2023-02-25 16:00:00,Branch A,Wrap,Food,7,14.89,Cash,104.23,16,1,2.2585280157188476,0.9341418872576561
INV101337,2023-02-25 17:00:00,Branch B,Pizza,Food,2,7.35,Mobile Money,14.7,17,0,-1.4512507552493965,0.5541975031278161
INV101338,2023-02-25 18:00:00,Branch C,Salad,Food,5,3.44,Cash,17.2,18,2,-1.318728733598933,-0.9093339667239949
INV101339,2023-02-25 19:00:00,Branch C,Salad,Food,2,11.46,Mobile Money,22.92,19,0,-0.7769664965158334,1.3800524783841106
INV101340,2023-02-25 20:00:00,Branch C,Salad,Food,2,9.27,Card,18.54,20,0,-1.136256648979703,0.9399983674811215
INV101341,2023-02-25 21:00:00,Branch D,Fries,Food,10,7.88,Mobile Money,78.8,21,1,1.4335258977083507,-1.1502649376499368
INV101342,2023-02-25 22:00:00,Branch D,Wrap,Food,9,13.68,Cash,123.12,22,1,2.8741349098662994,0.23774801716684196
INV101343,2023-02-25 23:00:00,Branch A,Salad,Food,9,7.18,Card,64.62,23,2,0.8677225792868367,-1.0640932877261142
INV101344,2023-02-26 00:00:00,Branch B,Juice,Food,1,7.02,Card,7.02,0,0,-1.837350986598368,0.7141774926701403
INV101345,2023-02-26 01:00:00,Branch D,Soda,Food,4,9.58,Mobile Money,38.32,1,0,-0.3156982332651846,0.5492312596546614
INV101346,2023-02-26 02:00:00,Branch B,Pasta,Food,7,11.0,Cash,77.0,2,1,1.2185015273120499,0.15431231536812734
INV101347,2023-02-26 03:00:00,Branch A,Pizza,Food,7,3.37,Card,23.59,3,2,-0.8214476003341884,-1.3752762793663464
INV101348,2023-02-26 04:00:00,Branch C,Juice,Food,2,14.7,Card,29.4,4,0,-0.2454139421857255,2.0310914369803132
INV101349,2023-02-26 05:00:00,Branch D,Pizza,Food,10,8.39,Cash,83.9,5,1,1.601488651492042,-1.048168163603711
INV101350,2023-02-26 06:00:00,Branch A,Wrap,Food,3,10.92,Cash,32.76,6,0,-0.45302430957212275,1.0448917260699977
INV101351,2023-02-26 07:00:00,Branch A,Pizza,Food,6,5.35,Mobile Money,32.1,7,2,-0.5895353562494572,-0.7522117050303191
INV101352,2023-02-26 08:00:00,Branch A,Fries,Food,1,6.25,Mobile Money,6.25,8,0,-1.9477686150955045,0.5593832570525511
INV101353,2023-02-26 09:00:00,Branch C,Pasta,Food,2,9.58,Cash,19.16,9,0,-1.0853982255715753,1.0022891320381657
INV101354,2023-02-26 10:00:00,Branch D,Wrap,Food,1,11.71,Mobile Money,11.71,10,0,-1.1648072493885353,1.6570151096136387
INV101355,2023-02-26 11:00:00,Branch B,Wrap,Food,3,6.51,Cash,19.53,11,0,-1.2676366129467453,0.15916780943864905
INV101356,2023-02-26 12:00:00,Branch A,Hotdog,Food,10,10.24,Cash,102.4,12,1,2.210765307374058,-0.677817120494854
INV101357,2023-02-26 13:00:00,Branch A,Hotdog,Food,3,10.93,Cash,32.79,13,0,-0.45117711614043426,1.0469001703253977
INV101358,2023-02-26 14:00:00,Branch B,Fries,Food,6,6.58,Card,39.48,14,2,-0.28609548584578914,-0.5055181675525848
INV101359,2023-02-26 15:00:00,Branch C,Pizza,Food,9,6.75,Card,60.75,15,2,0.734990686648503,-1.1502150971267253
INV101360,2023-02-26 16:00:00,Branch B,Chicken,Food,8,7.9,Cash,63.2,16,2,0.7398299871355118,-0.6935175130097192
INV101361,2023-02-26 17:00:00,Branch A,Juice,Food,10,8.04,Mobile Money,80.4,17,1,1.4862200949738225,-1.1182345771648465
INV101362,2023-02-26 18:00:00,Branch A,Hotdog,Food,2,9.36,Cash,18.72,18,0,-1.1214913002483111,0.9580827829976827
INV101363,2023-02-26 19:00:00,Branch A,Hotdog,Food,9,14.93,Cash,134.37,19,1,3.2599834349777344,0.48810211426164146
INV101364,2023-02-26 20:00:00,Branch C,Wrap,Food,8,4.62,Card,36.96,20,2,-0.2048720287071302,-1.350753424618874
INV101365,2023-02-26 21:00:00,Branch B,Chicken,Food,10,5.17,Card,51.7,21,2,0.5410179315244243,-1.6927791683661542
INV101366,2023-02-26 22:00:00,Branch C,Pasta,Food,10,10.48,Mobile Money,104.8,22,1,2.2898066032722655,-0.6297715797672184
INV101367,2023-02-26 23:00:00,Branch A,Soda,Food,2,2.6,Mobile Money,5.2,23,0,-2.2305330494061906,-0.4002577602462468
INV101368,2023-02-27 00:00:00,Branch C,Soda,Food,5,7.78,Card,38.9,0,0,-0.33771874096809656,-0.03848095379058054
INV101369,2023-02-27 01:00:00,Branch D,Chicken,Food,4,10.78,Mobile Money,43.12,1,0,-0.06924312607850641,0.7901323407298175
INV101370,2023-02-27 02:00:00,Branch D,Fries,Food,5,4.44,Card,22.2,2,2,-1.0926895647899844,-0.7086765904720559
INV101371,2023-02-27 03:00:00,Branch A,Fries,Food,5,8.95,Card,44.75,3,0,-0.07325291346162692,0.1962881764241876
INV101372,2023-02-27 04:00:00,Branch A,Chicken,Food,9,14.28,Card,128.52,4,1,3.059342201919788,0.3579179837723458
INV101373,2023-02-27 05:00:00,Branch A,Wrap,Food,4,14.82,Cash,59.28,5,1,0.760489068116644,1.6011659803495104
INV101374,2023-02-27 06:00:00,Branch D,Pasta,Food,1,7.92,Mobile Money,7.92,6,0,-1.7082914208224937,0.8951058200153745
INV101375,2023-02-27 07:00:00,Branch B,Pizza,Food,3,3.89,Mobile Money,11.67,7,0,-1.751601292049129,-0.36704458547612046
INV101376,2023-02-27 08:00:00,Branch D,Pasta,Food,7,12.19,Cash,85.33,8,1,1.5366587307064175,0.39287200445515524
INV101377,2023-02-27 09:00:00,Branch B,Chicken,Food,5,12.16,Mobile Money,60.8,9,1,0.6523328184150977,0.8403983541929111
INV101378,2023-02-27 10:00:00,Branch B,Fries,Food,5,14.77,Cash,73.85,10,1,1.242295049006453,1.364114106210471
INV101379,2023-02-27 11:00:00,Branch A,Wrap,Food,6,5.56,Cash,33.36,11,2,-0.5377285491073676,-0.710093296192657
INV101380,2023-02-27 12:00:00,Branch D,Fries,Food,6,9.46,Mobile Money,56.76,12,1,0.4243978692457263,0.07210572507820746
INV101381,2023-02-27 13:00:00,Branch A,Hotdog,Food,4,4.06,Mobile Money,16.24,13,0,-1.449391726323905,-0.5589137132910578
INV101382,2023-02-27 14:00:00,Branch D,Juice,Food,1,8.62,Mobile Money,8.62,14,0,-1.6079117585523697,1.035827852395001
INV101383,2023-02-27 15:00:00,Branch A,Soda,Food,9,14.11,Mobile Money,126.99,15,1,3.0068668025046326,0.32386982656745295
INV101384,2023-02-27 16:00:00,Branch C,Burger,Food,4,11.11,Cash,44.44,16,0,-0.0014679716021698914,0.8563801380254855
INV101385,2023-02-27 17:00:00,Branch A,Wrap,Food,9,12.0,Card,108.0,17,1,2.3555544921165303,-0.09872788932856806
INV101386,2023-02-27 18:00:00,Branch C,Wrap,Food,3,12.19,Cash,36.57,18,0,-0.21843074374768487,1.2999641465057832
INV101387,2023-02-27 19:00:00,Branch C,Pasta,Food,8,13.0,Card,104.0,19,1,2.2087264142079124,0.32840417882158845
INV101388,2023-02-27 20:00:00,Branch A,Wrap,Food,8,7.86,Cash,62.88,20,2,0.728309230844748,-0.7015325851025138
INV101389,2023-02-27 21:00:00,Branch D,Soda,Food,2,12.52,Card,25.04,21,0,-0.6030635003461068,1.5930467055791644
INV101390,2023-02-27 22:00:00,Branch B,Pasta,Food,8,9.26,Mobile Money,74.08,22,1,1.1315357010214853,-0.421005061854704
INV101391,2023-02-27 23:00:00,Branch D,Fries,Food,7,11.04,Mobile Money,77.28,23,1,1.2291958870900117,0.1623311284466827
INV101392,2023-02-28 00:00:00,Branch C,Burger,Food,10,4.22,Card,42.2,0,2,0.22814613526068625,-1.8829594337463782
INV101393,2023-02-28 01:00:00,Branch A,Fries,Food,8,6.7,Mobile Money,53.6,1,2,0.394207298412594,-0.9339696757935563
INV101394,2023-02-28 02:00:00,Branch B,Soda,Food,10,12.66,Mobile Money,126.6,2,1,3.007765041014317,-0.19335791815786268
INV101395,2023-02-28 03:00:00,Branch D,Juice,Food,5,6.11,Cash,30.55,3,2,-0.7152041528790404,-0.3735787721313182
INV101396,2023-02-28 04:00:00,Branch D,Salad,Food,5,7.53,Card,37.65,4,0,-0.3942285331703337,-0.08864529785356526
INV101397,2023-02-28 05:00:00,Branch B,Pasta,Food,4,2.54,Card,10.16,5,2,-1.7615681954270306,-0.8640550826529222
INV101398,2023-02-28 06:00:00,Branch B,Soda,Food,9,13.99,Cash,125.91,6,1,2.9698253440939353,0.29983583324635243
INV101399,2023-02-28 07:00:00,Branch C,Soda,Food,6,8.49,Card,50.94,7,2,0.1850997600655978,-0.12244121098146916
INV101400,2023-02-28 08:00:00,Branch A,Hotdog,Food,6,8.96,Mobile Money,53.76,8,2,0.30104832843122714,-0.028176200725749476
INV101401,2023-02-28 09:00:00,Branch C,Burger,Food,4,6.2,Mobile Money,24.8,9,0,-1.0098801185076618,-0.1293067853736955
INV101402,2023-02-28 10:00:00,Branch C,Pizza,Food,9,7.46,Card,67.14,10,2,0.9541526489117981,-1.0080139699768793
INV101403,2023-02-28 11:00:00,Branch A,Salad,Food,3,12.42,Cash,37.26,11,0,-0.17594529481884977,1.3461583643799804
INV101404,2023-02-28 12:00:00,Branch B,Hotdog,Food,5,5.06,Card,25.3,12,2,-0.9525452801284364,-0.584269017195854
INV101405,2023-02-28 13:00:00,Branch D,Pizza,Food,10,13.13,Mobile Money,131.3,13,1,3.1625542454816404,-0.09926873423290962
INV101406,2023-02-28 14:00:00,Branch C,Pizza,Food,6,14.38,Cash,86.28,14,1,1.6381573508603984,1.058879874989144
INV101407,2023-02-28 15:00:00,Branch C,Soda,Food,8,2.66,Cash,21.28,15,2,-0.7693890869545627,-1.743491957165808
INV101408,2023-02-28 16:00:00,Branch D,Hotdog,Food,4,8.03,Card,32.12,16,0,-0.6340360800479775,0.2380673632659177
INV101409,2023-02-28 17:00:00,Branch D,Salad,Food,6,8.27,Cash,49.62,17,2,0.13082596210721806,-0.16656525833521035
INV101410,2023-02-28 18:00:00,Branch D,Pasta,Food,7,11.56,Card,80.92,18,1,1.368222564203517,0.2665756984679053
INV101411,2023-02-28 19:00:00,Branch D,Wrap,Food,7,4.92,Cash,34.44,19,2,-0.4070411589381636,-1.0645472725723184
INV101412,2023-02-28 20:00:00,Branch B,Burger,Food,7,13.44,Mobile Money,94.08,20,1,1.8708574737677275,0.6434599131600167
INV101413,2023-02-28 21:00:00,Branch B,Salad,Food,8,5.45,Mobile Money,43.6,21,2,0.03418366432622133,-1.1844406786933868
INV101414,2023-02-28 22:00:00,Branch B,Hotdog,Food,3,12.16,Card,36.48,22,0,-0.22397232404275041,1.2939388137395835
INV101415,2023-02-28 23:00:00,Branch B,Hotdog,Food,4,14.32,Card,57.28,23,1,0.6577994401221947,1.5007905299015287
INV101416,2023-03-01 00:00:00,Branch D,Pizza,Food,3,5.88,Cash,17.64,0,0,-1.3840097991431202,0.032635821348456384
INV101417,2023-03-01 01:00:00,Branch C,Soda,Food,10,13.99,Cash,139.9,1,1,3.4457855557835506,0.07289445337445077
INV101418,2023-03-01 02:00:00,Branch C,Burger,Food,8,12.7,Card,101.6,2,1,2.122320742027183,0.26829113812562894
INV101419,2023-03-01 03:00:00,Branch B,Salad,Food,5,12.92,Cash,64.6,3,1,0.8241225867098985,0.9928979601443845
INV101420,2023-03-01 04:00:00,Branch D,Burger,Food,10,9.04,Card,90.4,4,1,1.8155588278830204,-0.9180448241330317
INV101421,2023-03-01 05:00:00,Branch A,Salad,Food,9,8.0,Cash,72.0,5,1,1.1208392117599382,-0.8998610000319258
INV101422,2023-03-01 06:00:00,Branch B,Pizza,Food,9,12.21,Mobile Money,109.89,6,1,2.4203770443352517,-0.056668401016641654
INV101423,2023-03-01 07:00:00,Branch D,Pasta,Food,2,3.79,Card,7.58,7,0,-2.03530232729112,-0.16114159952727086
INV101424,2023-03-01 08:00:00,Branch C,Salad,Food,2,7.1,Mobile Money,14.2,8,0,-1.4922656128365963,0.5039630155818128
INV101425,2023-03-01 09:00:00,Branch B,Soda,Food,1,5.97,Card,5.97,9,0,-1.9879204800035541,0.5030944441007004
INV101426,2023-03-01 10:00:00,Branch D,Salad,Food,9,11.89,Mobile Money,107.01,10,1,2.321599821906724,-0.12075904987291038
INV101427,2023-03-01 11:00:00,Branch A,Wrap,Food,7,5.65,Card,39.55,11,2,-0.21186909299035836,-0.9182039338886793
INV101428,2023-03-01 12:00:00,Branch A,Wrap,Food,1,9.26,Card,9.26,12,0,-1.5161360673339703,1.1644879962849455
INV101429,2023-03-01 13:00:00,Branch A,Burger,Food,6,11.64,Card,69.84,13,1,0.9622018671969428,0.5093349215834597
INV101430,2023-03-01 14:00:00,Branch A,Wrap,Food,6,13.74,Card,82.44,14,1,1.4802699386178393,0.9305190099600791
INV101431,2023-03-01 15:00:00,Branch B,Pizza,Food,10,6.87,Card,68.7,15,2,1.100893777470061,-1.3524565882120694
INV101432,2023-03-01 16:00:00,Branch D,Juice,Food,3,6.43,Cash,19.29,16,0,-1.2824141604002532,0.14310025539545002
INV101433,2023-03-01 17:00:00,Branch A,Burger,Food,8,11.96,Cash,95.68,17,1,1.9091867506480507,0.12001230440892972
INV101434,2023-03-01 18:00:00,Branch C,Chicken,Food,1,13.55,Card,13.55,18,0,-0.9009521371356375,2.026913023297229
