InvoiceID,Date,Store,Product,Category,Quantity,UnitPrice,PaymentMethod,Total
INV100974,2023-02-10 14:00,Branch D,Chicken,Food,5,3.71,Card,18.55
INV100975,2023-02-10 15:00,Branch C,Soda,Food,4,8.04,Cash,32.16
INV100976,2023-02-10 16:00,Branch D,Wrap,Food,6,3.14,Card,18.84
INV100977,2023-02-10 17:00,Branch B,Salad,Food,5,8.49,Card,42.45
INV100978,2023-02-10 18:00,Branch B,Burger,Food,10,5.06,Mobile Money,50.6
INV100979,2023-02-10 19:00,Branch A,Fries,Food,10,13.25,Mobile Money,132.5
INV100980,2023-02-10 20:00,Branch A,Burger,Food,1,9.73,Card,9.73
INV100981,2023-02-10 21:00,Branch B,Pasta,Food,5,14.44,Cash,72.2
INV100982,2023-02-10 22:00,Branch D,Salad,Food,6,10.08,Cash,60.48
INV100983,2023-02-10 23:00,Branch C,Chicken,Food,3,9.32,Card,27.96
INV100984,2023-02-11 00:00,Branch D,Fries,Food,1,14.28,Card,14.28
INV100985,2023-02-11 01:00,Branch A,Pasta,Food,10,7.12,Card,71.2
INV100986,2023-02-11 02:00,Branch C,Salad,Food,5,9.65,Mobile Money,48.25
INV100987,2023-02-11 03:00,Branch A,Chicken,Food,2,14.54,Cash,29.08
INV100988,2023-02-11 04:00,Branch D,Wrap,Food,7,9.99,Cash,69.93
INV100989,2023-02-11 05:00,Branch A,Hotdog,Food,6,3.27,Mobile Money,19.62
INV100990,2023-02-11 06:00,Branch C,Chicken,Food,4,11.25,Mobile Money,45.0
INV100991,2023-02-11 07:00,Branch D,Pasta,Food,7,13.44,Cash,94.08
INV100992,2023-02-11 08:00,Branch D,Pizza,Food,3,3.52,Mobile Money,10.56
INV100993,2023-02-11 09:00,Branch D,Juice,Food,9,12.05,Mobile Money,108.45
INV100994,2023-02-11 10:00,Branch B,Hotdog,Food,8,8.48,Card,67.84
INV100995,2023-02-11 11:00,Branch C,Salad,Food,10,7.64,Card,76.4
INV100996,2023-02-11 12:00,Branch C,Soda,Food,8,6.34,Cash,50.72
INV100997,2023-02-11 13:00,Branch A,Juice,Food,6,3.36,Card,20.16
INV100998,2023-02-11 14:00,Branch B,Wrap,Food,10,11.38,Card,113.8
INV100999,2023-02-11 15:00,Branch C,Fries,Food,8,7.07,Card,56.56
INV101000,2023-02-11 16:00,Branch D,Wrap,Food,7,8.77,Card,61.39
INV101001,2023-02-11 17:00,Branch B,Chicken,Food,2,6.87,Card,13.74
INV101002,2023-02-11 18:00,Branch D,Soda,Food,5,6.25,Cash,31.25
INV101003,2023-02-11 19:00,Branch B,Pasta,Food,1,13.83,Card,13.83
INV101004,2023-02-11 20:00,Branch A,Salad,Food,6,10.41,Cash,62.46
INV101005,2023-02-11 21:00,Branch C,Salad,Food,8,8.29,Mobile Money,66.32
INV101006,2023-02-11 22:00,Branch C,Juice,Food,2,10.78,Mobile Money,21.56
INV101007,2023-02-11 23:00,Branch A,Hotdog,Food,5,4.61,Card,23.05
INV101008,2023-02-12 00:00,Branch B,Pizza,Food,2,9.69,Cash,19.38
INV101009,2023-02-12 01:00,Branch D,Chicken,Food,4,7.64,Mobile Money,30.56
INV101010,2023-02-12 02:00,Branch C,Wrap,Food,3,7.91,Mobile Money,23.73
INV101011,2023-02-12 03:00,Branch B,Pizza,Food,3,10.06,Cash,30.18
INV101012,2023-02-12 04:00,Branch A,Salad,Food,10,3.51,Cash,35.1
INV101013,2023-02-12 05:00,Branch B,Pizza,Food,5,9.23,Cash,46.15
INV101014,2023-02-12 06:00,Branch B,Wrap,Food,2,10.93,Cash,21.86
INV101015,2023-02-12 07:00,Branch D,Fries,Food,5,10.74,Cash,53.7
INV101016,2023-02-12 08:00,Branch D,Salad,Food,3,10.57,Card,31.71
INV101017,2023-02-12 09:00,Branch B,Juice,Food,3,11.54,Card,34.62
INV101018,2023-02-12 10:00,Branch D,Wrap,Food,1,11.57,Cash,11.57
INV101019,2023-02-12 11:00,Branch D,Hotdog,Food,10,4.23,Card,42.3
INV101020,2023-02-12 12:00,Branch B,Hotdog,Food,4,10.54,Cash,42.16
INV101021,2023-02-12 13:00,Branch B,Juice,Food,9,13.03,Mobile Money,117.27
INV101022,2023-02-12 14:00,Branch B,Juice,Food,6,5.15,Cash,30.9
INV101023,2023-02-12 15:00,Branch A,Burger,Food,7,9.86,Cash,69.02
INV101024,2023-02-12 16:00,Branch A,Pizza,Food,10,2.82,Card,28.2
INV101025,2023-02-12 17:00,Branch C,Salad,Food,4,10.37,Card,41.48
INV101026,2023-02-12 18:00,Branch A,Salad,Food,9,3.79,Card,34.11
INV101027,2023-02-12 19:00,Branch D,Pasta,Food,10,14.92,Mobile Money,149.2
INV101028,2023-02-12 20:00,Branch C,Pizza,Food,4,13.2,Card,52.8
INV101029,2023-02-12 21:00,Branch A,Juice,Food,1,12.18,Cash,12.18
INV101030,2023-02-12 22:00,Branch A,Burger,Food,2,6.28,Cash,12.56
INV101031,2023-02-12 23:00,Branch D,Burger,Food,5,8.87,Card,44.35
INV101032,2023-02-13 00:00,Branch C,Pizza,Food,8,10.26,Cash,82.08
INV101033,2023-02-13 01:00,Branch A,Soda,Food,9,4.22,Card,37.98
INV101034,2023-02-13 02:00,Branch C,Chicken,Food,2,2.44,Cash,4.88
INV101035,2023-02-13 03:00,Branch C,Pasta,Food,10,8.83,Card,88.3
INV101036,2023-02-13 04:00,Branch D,Salad,Food,1,9.09,Mobile Money,9.09
INV101037,2023-02-13 05:00,Branch A,Burger,Food,10,2.92,Cash,29.2
INV101038,2023-02-13 06:00,Branch C,Soda,Food,10,2.71,Card,27.1
INV101039,2023-02-13 07:00,Branch A,Salad,Food,9,12.01,Cash,108.09
INV101040,2023-02-13 08:00,Branch C,Hotdog,Food,6,7.03,Mobile Money,42.18
INV101041,2023-02-13 09:00,Branch D,Wrap,Food,9,2.89,Mobile Money,26.01
INV101042,2023-02-13 10:00,Branch C,Salad,Food,10,2.98,Mobile Money,29.8
INV101043,2023-02-13 11:00,Branch C,Wrap,Food,4,9.98,Card,39.92
INV101044,2023-02-13 12:00,Branch D,Salad,Food,7,6.3,Card,44.1
INV101045,2023-02-13 13:00,Branch A,Burger,Food,7,7.0,Mobile Money,49.0
INV101046,2023-02-13 14:00,Branch D,Pasta,Food,2,13.97,Cash,27.94
INV101047,2023-02-13 15:00,Branch A,Fries,Food,4,11.37,Cash,45.48
INV101048,2023-02-13 16:00,Branch D,Chicken,Food,10,4.56,Mobile Money,45.6
INV101049,2023-02-13 17:00,Branch A,Wrap,Food,5,8.98,Card,44.9
INV101050,2023-02-13 18:00,Branch A,Wrap,Food,5,5.31,Card,26.55
INV101051,2023-02-13 19:00,Branch B,Wrap,Food,3,6.57,Cash,19.71
INV101052,2023-02-13 20:00,Branch A,Fries,Food,10,11.29,Mobile Money,112.9
INV101053,2023-02-13 21:00,Branch B,Pasta,Food,7,10.23,Cash,71.61
INV101054,2023-02-13 22:00,Branch D,Fries,Food,1,3.55,Card,3.55
INV101055,2023-02-13 23:00,Branch C,Burger,Food,7,6.85,Card,47.95
INV101056,2023-02-14 00:00,Branch D,Pasta,Food,10,7.1,Mobile Money,71.0
INV101057,2023-02-14 01:00,Branch D,Pasta,Food,8,8.98,Mobile Money,71.84
INV101058,2023-02-14 02:00,Branch D,Wrap,Food,9,13.26,Mobile Money,119.34
INV101059,2023-02-14 03:00,Branch A,Hotdog,Food,9,14.37,Cash,129.33
INV101060,2023-02-14 04:00,Branch C,Burger,Food,8,4.71,Card,37.68
INV101061,2023-02-14 05:00,Branch B,Fries,Food,8,13.03,Cash,104.24
INV101062,2023-02-14 06:00,Branch D,Juice,Food,4,9.68,Cash,38.72
INV101063,2023-02-14 07:00,Branch A,Burger,Food,5,13.56,Card,67.8
INV101064,2023-02-14 08:00,Branch B,Pizza,Food,4,9.63,Card,38.52
INV101065,2023-02-14 09:00,Branch A,Hotdog,Food,2,6.81,Card,13.62
INV101066,2023-02-14 10:00,Branch B,Fries,Food,1,2.69,Cash,2.69
INV101067,2023-02-14 11:00,Branch D,Soda,Food,5,2.54,Card,12.7
INV101068,2023-02-14 12:00,Branch C,Burger,Food,5,2.34,Cash,11.7
INV101069,2023-02-14 13:00,Branch C,Salad,Food,3,7.64,Cash,22.92
INV101070,2023-02-14 14:00,Branch D,Hotdog,Food,4,8.36,Mobile Money,33.44
INV101071,2023-02-14 15:00,Branch A,Juice,Food,3,11.82,Card,35.46
INV101072,2023-02-14 16:00,Branch D,Fries,Food,9,12.72,Card,114.48
INV101073,2023-02-14 17:00,Branch A,Salad,Food,6,7.25,Card,43.5
INV101074,2023-02-14 18:00,Branch D,Juice,Food,6,13.47,Cash,80.82
INV101075,2023-02-14 19:00,Branch C,Soda,Food,1,2.89,Card,2.89
INV101076,2023-02-14 20:00,Branch A,Chicken,Food,4,10.08,Card,40.32
INV101077,2023-02-14 21:00,Branch D,Wrap,Food,9,3.61,Card,32.49
INV101078,2023-02-14 22:00,Branch B,Chicken,Food,1,4.77,Cash,4.77
INV101079,2023-02-14 23:00,Branch D,Pizza,Food,2,14.18,Mobile Money,28.36
INV101080,2023-02-15 00:00,Branch B,Juice,Food,1,12.45,Mobile Money,12.45
INV101081,2023-02-15 01:00,Branch C,Chicken,Food,1,10.25,Mobile Money,10.25
INV101082,2023-02-15 02:00,Branch A,Burger,Food,6,11.77,Cash,70.62
INV101083,2023-02-15 03:00,Branch C,Burger,Food,3,3.49,Card,10.47
INV101084,2023-02-15 04:00,Branch A,Pizza,Food,1,10.1,Mobile Money,10.1
INV101085,2023-02-15 05:00,Branch C,Pizza,Food,9,10.46,Card,94.14
INV101086,2023-02-15 06:00,Branch C,Salad,Food,6,10.77,Card,64.62
INV101087,2023-02-15 07:00,Branch D,Wrap,Food,6,3.29,Mobile Money,19.74
INV101088,2023-02-15 08:00,Branch A,Soda,Food,4,12.19,Mobile Money,48.76
INV101089,2023-02-15 09:00,Branch A,Chicken,Food,1,11.08,Mobile Money,11.08
INV101090,2023-02-15 10:00,Branch B,Pizza,Food,6,12.12,Card,72.72
INV101091,2023-02-15 11:00,Branch D,Fries,Food,3,12.69,Cash,38.07
INV101092,2023-02-15 12:00,Branch A,Pasta,Food,10,2.05,Mobile Money,20.5
INV101093,2023-02-15 13:00,Branch B,Salad,Food,6,2.56,Cash,15.36
INV101094,2023-02-15 14:00,Branch D,Wrap,Food,10,6.77,Mobile Money,67.7
INV101095,2023-02-15 15:00,Branch D,Wrap,Food,2,14.8,Cash,29.6
INV101096,2023-02-15 16:00,Branch B,Pasta,Food,6,5.9,Mobile Money,35.4
INV101097,2023-02-15 17:00,Branch D,Burger,Food,10,14.02,Cash,140.2
INV101098,2023-02-15 18:00,Branch C,Pasta,Food,4,10.15,Card,40.6
INV101099,2023-02-15 19:00,Branch C,Hotdog,Food,10,7.3,Card,73.0
INV101100,2023-02-15 20:00,Branch A,Wrap,Food,9,5.97,Cash,53.73
INV101101,2023-02-15 21:00,Branch B,Hotdog,Food,9,4.87,Cash,43.83
INV101102,2023-02-15 22:00,Branch D,Chicken,Food,10,8.19,Mobile Money,81.9
INV101103,2023-02-15 23:00,Branch A,Chicken,Food,9,11.0,Cash,99.0
INV101104,2023-02-16 00:00,Branch B,Fries,Food,1,14.95,Cash,14.95
INV101105,2023-02-16 01:00,Branch D,Wrap,Food,10,10.52,Cash,105.2
INV101106,2023-02-16 02:00,Branch D,Soda,Food,3,5.64,Card,16.92
INV101107,2023-02-16 03:00,Branch D,Pizza,Food,6,5.68,Card,34.08
INV101108,2023-02-16 04:00,Branch D,Soda,Food,10,2.51,Card,25.1
INV101109,2023-02-16 05:00,Branch C,Pasta,Food,9,10.61,Mobile Money,95.49
INV101110,2023-02-16 06:00,Branch D,Pizza,Food,1,4.68,Mobile Money,4.68
INV101111,2023-02-16 07:00,Branch C,Soda,Food,9,13.58,Cash,122.22
INV101112,2023-02-16 08:00,Branch C,Pizza,Food,8,10.83,Mobile Money,86.64
INV101113,2023-02-16 09:00,Branch D,Juice,Food,2,8.26,Mobile Money,16.52
INV101114,2023-02-16 10:00,Branch C,Chicken,Food,7,2.61,Mobile Money,18.27
INV101115,2023-02-16 11:00,Branch A,Soda,Food,8,10.8,Card,86.4
INV101116,2023-02-16 12:00,Branch B,Soda,Food,1,14.63,Card,14.63
INV101117,2023-02-16 13:00,Branch D,Pasta,Food,2,7.75,Mobile Money,15.5
INV101118,2023-02-16 14:00,Branch B,Fries,Food,9,13.11,Cash,117.99
INV101119,2023-02-16 15:00,Branch D,Chicken,Food,6,14.46,Cash,86.76
INV101120,2023-02-16 16:00,Branch C,Hotdog,Food,5,11.06,Mobile Money,55.3
INV101121,2023-02-16 17:00,Branch B,Wrap,Food,8,10.85,Card,86.8
INV101122,2023-02-16 18:00,Branch C,Juice,Food,6,10.53,Mobile Money,63.18
INV101123,2023-02-16 19:00,Branch B,Burger,Food,4,8.18,Mobile Money,32.72
INV101124,2023-02-16 20:00,Branch A,Chicken,Food,2,2.82,Card,5.64
INV101125,2023-02-16 21:00,Branch B,Salad,Food,8,6.79,Cash,54.32
INV101126,2023-02-16 22:00,Branch B,Soda,Food,9,12.92,Mobile Money,116.28
INV101127,2023-02-16 23:00,Branch D,Hotdog,Food,9,6.77,Mobile Money,60.93
INV101128,2023-02-17 00:00,Branch A,Juice,Food,7,13.18,Card,92.26
INV101129,2023-02-17 01:00,Branch C,Chicken,Food,3,9.48,Mobile Money,28.44
INV101130,2023-02-17 02:00,Branch D,Pasta,Food,10,14.6,Cash,146.0
INV101131,2023-02-17 03:00,Branch C,Hotdog,Food,7,11.02,Cash,77.14
INV101132,2023-02-17 04:00,Branch B,Fries,Food,9,7.6,Card,68.4
INV101133,2023-02-17 05:00,Branch C,Burger,Food,3,14.19,Cash,42.57
INV101134,2023-02-17 06:00,Branch D,Pasta,Food,5,6.72,Cash,33.6
INV101135,2023-02-17 07:00,Branch D,Chicken,Food,3,2.82,Cash,8.46
INV101136,2023-02-17 08:00,Branch A,Hotdog,Food,4,2.08,Mobile Money,8.32
INV101137,2023-02-17 09:00,Branch B,Soda,Food,1,10.14,Cash,10.14
INV101138,2023-02-17 10:00,Branch A,Hotdog,Food,3,13.61,Mobile Money,40.83
INV101139,2023-02-17 11:00,Branch D,Chicken,Food,8,8.05,Card,64.4
INV101140,2023-02-17 12:00,Branch D,Salad,Food,10,12.04,Card,120.4
INV101141,2023-02-17 13:00,Branch D,Wrap,Food,9,5.71,Card,51.39
INV101142,2023-02-17 14:00,Branch A,Wrap,Food,2,2.99,Cash,5.98
INV101143,2023-02-17 15:00,Branch B,Juice,Food,10,6.39,Mobile Money,63.9
INV101144,2023-02-17 16:00,Branch D,Pizza,Food,10,10.77,Cash,107.7
INV101145,2023-02-17 17:00,Branch D,Soda,Food,10,11.44,Card,114.4
INV101146,2023-02-17 18:00,Branch B,Pasta,Food,9,6.3,Cash,56.7
INV101147,2023-02-17 19:00,Branch A,Salad,Food,3,13.58,Mobile Money,40.74
INV101148,2023-02-17 20:00,Branch C,Wrap,Food,8,9.18,Card,73.44
INV101149,2023-02-17 21:00,Branch A,Hotdog,Food,1,7.18,Cash,7.18
INV101150,2023-02-17 22:00,Branch D,Fries,Food,3,7.75,Mobile Money,23.25
INV101151,2023-02-17 23:00,Branch A,Soda,Food,2,14.94,Card,29.88
INV101152,2023-02-18 00:00,Branch A,Pizza,Food,7,9.67,Cash,67.69
INV101153,2023-02-18 01:00,Branch D,Pasta,Food,1,2.95,Mobile Money,2.95
INV101154,2023-02-18 02:00,Branch D,Hotdog,Food,8,9.19,Card,73.52
INV101155,2023-02-18 03:00,Branch B,Juice,Food,1,6.61,Mobile Money,6.61
INV101156,2023-02-18 04:00,Branch B,Wrap,Food,7,3.41,Card,23.87
INV101157,2023-02-18 05:00,Branch D,Wrap,Food,4,12.79,Cash,51.16
INV101158,2023-02-18 06:00,Branch B,Wrap,Food,4,8.96,Mobile Money,35.84
INV101159,2023-02-18 07:00,Branch C,Pasta,Food,7,13.1,Mobile Money,91.7
INV101160,2023-02-18 08:00,Branch C,Wrap,Food,9,10.8,Mobile Money,97.2
INV101161,2023-02-18 09:00,Branch D,Pasta,Food,10,6.39,Mobile Money,63.9
INV101162,2023-02-18 10:00,Branch D,Fries,Food,9,10.37,Card,93.33
INV101163,2023-02-18 11:00,Branch A,Chicken,Food,4,7.53,Cash,30.12
INV101164,2023-02-18 12:00,Branch C,Soda,Food,6,7.0,Card,42.0
INV101165,2023-02-18 13:00,Branch D,Wrap,Food,3,5.99,Mobile Money,17.97
INV101166,2023-02-18 14:00,Branch A,Fries,Food,10,10.69,Mobile Money,106.9
INV101167,2023-02-18 15:00,Branch C,Hotdog,Food,5,7.19,Mobile Money,35.95
INV101168,2023-02-18 16:00,Branch A,Salad,Food,2,6.04,Card,12.08
INV101169,2023-02-18 17:00,Branch A,Fries,Food,9,14.94,Cash,134.46
INV101170,2023-02-18 18:00,Branch A,Juice,Food,8,8.95,Mobile Money,71.6
INV101171,2023-02-18 19:00,Branch B,Soda,Food,7,3.7,Card,25.9
INV101172,2023-02-18 20:00,Branch A,Soda,Food,2,8.6,Mobile Money,17.2
INV101173,2023-02-18 21:00,Branch B,Chicken,Food,3,6.1,Mobile Money,18.3
INV101174,2023-02-18 22:00,Branch A,Pizza,Food,1,8.24,Cash,8.24
INV101175,2023-02-18 23:00,Branch B,Chicken,Food,2,8.29,Cash,16.58
INV101176,2023-02-19 00:00,Branch B,Fries,Food,9,11.15,Card,100.35
INV101177,2023-02-19 01:00,Branch C,Juice,Food,2,9.42,Cash,18.84
INV101178,2023-02-19 02:00,Branch A,Wrap,Food,10,4.53,Mobile Money,45.3
INV101179,2023-02-19 03:00,Branch A,Juice,Food,7,2.43,Card,17.01
INV101180,2023-02-19 04:00,Branch A,Soda,Food,3,10.2,Mobile Money,30.6
INV101181,2023-02-19 05:00,Branch C,Soda,Food,9,14.39,Mobile Money,129.51
INV101182,2023-02-19 06:00,Branch C,Pasta,Food,2,11.85,Card,23.7
INV101183,2023-02-19 07:00,Branch D,Salad,Food,9,13.71,Mobile Money,123.39
INV101184,2023-02-19 08:00,Branch C,Pizza,Food,5,2.73,Mobile Money,13.65
INV101185,2023-02-19 09:00,Branch B,Chicken,Food,3,8.69,Mobile Money,26.07
INV101186,2023-02-19 10:00,Branch B,Salad,Food,10,7.79,Cash,77.9
INV101187,2023-02-19 11:00,Branch C,Chicken,Food,9,10.95,Card,98.55
INV101188,2023-02-19 12:00,Branch C,Pasta,Food,7,10.58,Cash,74.06
INV101189,2023-02-19 13:00,Branch C,Hotdog,Food,2,12.61,Mobile Money,25.22
INV101190,2023-02-19 14:00,Branch D,Hotdog,Food,7,10.94,Cash,76.58
INV101191,2023-02-19 15:00,Branch D,Fries,Food,8,6.53,Mobile Money,52.24
INV101192,2023-02-19 16:00,Branch C,Burger,Food,6,3.06,Mobile Money,18.36
INV101193,2023-02-19 17:00,Branch C,Juice,Food,4,12.4,Mobile Money,49.6
INV101194,2023-02-19 18:00,Branch D,Soda,Food,9,3.26,Card,29.34
INV101195,2023-02-19 19:00,Branch A,Hotdog,Food,2,3.41,Card,6.82
INV101196,2023-02-19 20:00,Branch A,Pasta,Food,7,4.4,Cash,30.8
INV101197,2023-02-19 21:00,Branch C,Pizza,Food,3,5.92,Card,17.76
INV101198,2023-02-19 22:00,Branch A,Fries,Food,8,11.56,Cash,92.48
INV101199,2023-02-19 23:00,Branch D,Burger,Food,1,14.29,Cash,14.29
INV101200,2023-02-20 00:00,Branch A,Salad,Food,1,13.37,Card,13.37
INV101201,2023-02-20 01:00,Branch A,Salad,Food,1,2.51,Mobile Money,2.51
INV101202,2023-02-20 02:00,Branch A,Wrap,Food,4,12.34,Card,49.36
INV101203,2023-02-20 03:00,Branch C,Burger,Food,9,12.54,Mobile Money,112.86
INV101204,2023-02-20 04:00,Branch A,Chicken,Food,7,14.28,Cash,99.96
INV101205,2023-02-20 05:00,Branch C,Juice,Food,6,13.57,Mobile Money,81.42
INV101206,2023-02-20 06:00,Branch D,Wrap,Food,6,4.54,Card,27.24
INV101207,2023-02-20 07:00,Branch B,Pizza,Food,5,5.47,Mobile Money,27.35
INV101208,2023-02-20 08:00,Branch B,Salad,Food,7,14.97,Cash,104.79
INV101209,2023-02-20 09:00,Branch D,Fries,Food,7,7.87,Cash,55.09
INV101210,2023-02-20 10:00,Branch A,Wrap,Food,7,13.21,Cash,92.47
INV101211,2023-02-20 11:00,Branch B,Hotdog,Food,2,8.27,Cash,16.54
INV101212,2023-02-20 12:00,Branch C,Wrap,Food,10,12.69,Card,126.9
INV101213,2023-02-20 13:00,Branch C,Hotdog,Food,10,7.16,Card,71.6
INV101214,2023-02-20 14:00,Branch C,Chicken,Food,5,4.79,Card,23.95
INV101215,2023-02-20 15:00,Branch B,Soda,Food,6,4.08,Card,24.48
INV101216,2023-02-20 16:00,Branch D,Salad,Food,4,6.39,Card,25.56
INV101217,2023-02-20 17:00,Branch B,Burger,Food,8,12.53,Cash,100.24
INV101218,2023-02-20 18:00,Branch B,Pizza,Food,5,10.12,Cash,50.6
INV101219,2023-02-20 19:00,Branch B,Burger,Food,2,11.52,Cash,23.04
INV101220,2023-02-20 20:00,Branch B,Burger,Food,7,6.55,Cash,45.85
INV101221,2023-02-20 21:00,Branch D,Fries,Food,3,13.2,Cash,39.6
INV101222,2023-02-20 22:00,Branch D,Wrap,Food,6,4.99,Mobile Money,29.94
INV101223,2023-02-20 23:00,Branch B,Pasta,Food,8,10.99,Cash,87.92
INV101224,2023-02-21 00:00,Branch C,Salad,Food,4,4.61,Cash,18.44
INV101225,2023-02-21 01:00,Branch D,Salad,Food,3,9.64,Mobile Money,28.92
INV101226,2023-02-21 02:00,Branch A,Wrap,Food,2,7.41,Cash,14.82
INV101227,2023-02-21 03:00,Branch A,Wrap,Food,6,2.82,Card,16.92
INV101228,2023-02-21 04:00,Branch A,Salad,Food,10,14.15,Cash,141.5
INV101229,2023-02-21 05:00,Branch B,Soda,Food,8,8.71,Mobile Money,69.68
INV101230,2023-02-21 06:00,Branch C,Fries,Food,10,13.49,Card,134.9
INV101231,2023-02-21 07:00,Branch C,Pizza,Food,1,11.86,Card,11.86
INV101232,2023-02-21 08:00,Branch A,Soda,Food,4,10.25,Mobile Money,41.0
INV101233,2023-02-21 09:00,Branch D,Soda,Food,10,12.25,Mobile Money,122.5
INV101234,2023-02-21 10:00,Branch D,Burger,Food,4,8.01,Mobile Money,32.04
INV101235,2023-02-21 11:00,Branch C,Soda,Food,5,9.94,Card,49.7
INV101236,2023-02-21 12:00,Branch D,Salad,Food,8,14.58,Cash,116.64
INV101237,2023-02-21 13:00,Branch C,Juice,Food,1,2.61,Cash,2.61
INV101238,2023-02-21 14:00,Branch B,Burger,Food,9,11.89,Card,107.01
INV101239,2023-02-21 15:00,Branch A,Salad,Food,10,11.74,Card,117.4
INV101240,2023-02-21 16:00,Branch A,Hotdog,Food,6,4.93,Mobile Money,29.58
INV101241,2023-02-21 17:00,Branch D,Salad,Food,4,13.21,Cash,52.84
INV101242,2023-02-21 18:00,Branch D,Pasta,Food,2,2.07,Mobile Money,4.14
INV101243,2023-02-21 19:00,Branch D,Pizza,Food,2,3.18,Cash,6.36
INV101244,2023-02-21 20:00,Branch D,Fries,Food,7,12.0,Card,84.0
INV101245,2023-02-21 21:00,Branch B,Soda,Food,7,2.42,Card,16.94
INV101246,2023-02-21 22:00,Branch B,Fries,Food,6,3.18,Card,19.08
INV101247,2023-02-21 23:00,Branch C,Pizza,Food,7,3.32,Mobile Money,23.24
INV101248,2023-02-22 00:00,Branch B,Fries,Food,7,14.51,Cash,101.57
INV101249,2023-02-22 01:00,Branch B,Chicken,Food,8,2.33,Card,18.64
INV101250,2023-02-22 02:00,Branch B,Pizza,Food,8,13.81,Cash,110.48
INV101251,2023-02-22 03:00,Branch B,Fries,Food,4,13.1,Card,52.4
INV101252,2023-02-22 04:00,Branch C,Pasta,Food,5,6.61,Cash,33.05
INV101253,2023-02-22 05:00,Branch A,Hotdog,Food,8,10.48,Card,83.84
INV101254,2023-02-22 06:00,Branch B,Soda,Food,3,8.48,Card,25.44
INV101255,2023-02-22 07:00,Branch A,Pasta,Food,10,9.46,Card,94.6
INV101256,2023-02-22 08:00,Branch C,Hotdog,Food,4,14.17,Mobile Money,56.68
INV101257,2023-02-22 09:00,Branch D,Fries,Food,3,2.96,Mobile Money,8.88
INV101258,2023-02-22 10:00,Branch D,Salad,Food,1,8.5,Cash,8.5
INV101259,2023-02-22 11:00,Branch A,Burger,Food,9,14.9,Cash,134.1
INV101260,2023-02-22 12:00,Branch C,Wrap,Food,3,12.14,Cash,36.42
INV101261,2023-02-22 13:00,Branch A,Hotdog,Food,2,2.26,Card,4.52
INV101262,2023-02-22 14:00,Branch B,Wrap,Food,9,9.81,Cash,88.29
INV101263,2023-02-22 15:00,Branch C,Hotdog,Food,3,10.4,Card,31.2
INV101264,2023-02-22 16:00,Branch D,Juice,Food,8,11.72,Mobile Money,93.76
INV101265,2023-02-22 17:00,Branch D,Burger,Food,1,7.89,Cash,7.89
INV101266,2023-02-22 18:00,Branch D,Juice,Food,5,13.17,Cash,65.85
INV101267,2023-02-22 19:00,Branch D,Salad,Food,6,14.85,Card,89.1
INV101268,2023-02-22 20:00,Branch A,Chicken,Food,5,12.9,Card,64.5
INV101269,2023-02-22 21:00,Branch B,Hotdog,Food,2,3.79,Mobile Money,7.58
INV101270,2023-02-22 22:00,Branch A,Hotdog,Food,9,7.63,Mobile Money,68.67
INV101271,2023-02-22 23:00,Branch D,Burger,Food,1,5.15,Cash,5.15
INV101272,2023-02-23 00:00,Branch C,Juice,Food,1,5.58,Mobile Money,5.58
INV101273,2023-02-23 01:00,Branch B,Soda,Food,10,12.92,Cash,129.2
INV101274,2023-02-23 02:00,Branch A,Soda,Food,6,14.84,Card,89.04
INV101275,2023-02-23 03:00,Branch B,Juice,Food,5,13.8,Card,69.0
INV101276,2023-02-23 04:00,Branch B,Salad,Food,4,13.83,Card,55.32
INV101277,2023-02-23 05:00,Branch A,Burger,Food,9,4.34,Cash,39.06
INV101278,2023-02-23 06:00,Branch A,Hotdog,Food,4,6.25,Cash,25.0
INV101279,2023-02-23 07:00,Branch B,Pasta,Food,3,3.86,Card,11.58
INV101280,2023-02-23 08:00,Branch C,Pasta,Food,10,2.49,Mobile Money,24.9
INV101281,2023-02-23 09:00,Branch C,Salad,Food,1,2.94,Mobile Money,2.94
INV101282,2023-02-23 10:00,Branch A,Wrap,Food,4,4.07,Mobile Money,16.28
INV101283,2023-02-23 11:00,Branch A,Juice,Food,9,6.23,Card,56.07
INV101284,2023-02-23 12:00,Branch A,Salad,Food,9,13.8,Mobile Money,124.2
INV101285,2023-02-23 13:00,Branch A,Chicken,Food,8,5.54,Cash,44.32
INV101286,2023-02-23 14:00,Branch A,Fries,Food,5,3.13,Mobile Money,15.65
INV101287,2023-02-23 15:00,Branch A,Chicken,Food,10,3.35,Card,33.5
INV101288,2023-02-23 16:00,Branch C,Juice,Food,3,4.49,Mobile Money,13.47
INV101289,2023-02-23 17:00,Branch D,Burger,Food,8,14.29,Card,114.32
INV101290,2023-02-23 18:00,Branch B,Salad,Food,5,2.33,Cash,11.65
INV101291,2023-02-23 19:00,Branch A,Soda,Food,3,9.98,Cash,29.94
INV101292,2023-02-23 20:00,Branch A,Hotdog,Food,5,8.17,Mobile Money,40.85
INV101293,2023-02-23 21:00,Branch B,Juice,Food,3,10.19,Card,30.57
INV101294,2023-02-23 22:00,Branch B,Burger,Food,2,6.56,Mobile Money,13.12
INV101295,2023-02-23 23:00,Branch C,Burger,Food,3,14.48,Card,43.44
INV101296,2023-02-24 00:00,Branch A,Soda,Food,7,14.27,Mobile Money,99.89
